feature,importance
"Area Locality_East End Apartments, Ph. 1ext near new Ashok nagar",0.0
Area Locality_East Coast Road,0.0
Area Locality_ECIL,0.0
Area Locality_E M Bypass,0.0
Area Locality_Dwarka sec 19,0.0
Area Locality_Dwarka Sector 9,0.0
Area Locality_Dwarka Sector 8,0.0
Area Locality_Dwarka Sector 7,0.0
Area Locality_Dwarka Sector 23B,0.0
Area Locality_Falt,0.0
Area Locality_FC Block,0.0
Area Locality_Evershine Nagar,0.0
"Area Locality_Evershine Grandeur, Mindspace",0.0
"Area Locality_Everest Apartment, Kalkaji",0.0
"Area Locality_Everard Nagar Co Operative Housing Society, Sion East",0.0
"Area Locality_Erukkancheri, Kodungaiyur West",0.0
Area Locality_Entally,0.0
Area Locality_Em Bypass South East,0.0
Area Locality_Elango Nagar-Virugambakkam,0.0
"Area Locality_Ekta Trinity, Santacruz West",0.0
Area Locality_Ekta Nagar,0.0
"Area Locality_Ekta Meadows, Borivali East",0.0
Area Locality_Gajularamaram,0.0
"Area Locality_Gagan Vihar, Krishna Nagar",0.0
"Area Locality_Gachibowli CUC, Outer Ring Road",0.0
"Area Locality_GSA Grandeur, Gokuldham",0.0
Area Locality_GREEN PARK,0.0
Area Locality_GH Society,0.0
Area Locality_Freedom Fighters Enclave,0.0
"Area Locality_Flora Heights, Andheri West",0.0
"Area Locality_Financial District, Nanakram Guda",0.0
Area Locality_Film Nagar,0.0
Area Locality_Film City Road,0.0
Area Locality_Film City,0.0
"Area Locality_Fci Layout, Deepanjali Nagar",0.0
"Area Locality_Fateh Nagar, Janakpuri",0.0
"Area Locality_Fartabad, Garia",0.0
Area Locality_Garia Dhalua Nabapally,0.0
Area Locality_Garia,0.0
Area Locality_Garfa,0.0
"Area Locality_Garden View Apartment, Aarey Milk Colony",0.0
Area Locality_Garden City University,0.0
"Area Locality_Ganpat Niketan Apartment, Khar West",0.0
"Area Locality_Gangaram, Chandanagar, NH 9",0.0
"Area Locality_Gangaram Vatika, Vishnu Garden",0.0
Area Locality_Ganga Vihar,0.0
Area Locality_Ganga Nagar,0.0
"Area Locality_Ganesh Nagar, Tilak Nagar",0.0
Area Locality_Gandhi Nagar Adyar,0.0
Area Locality_Gandhi Market,0.0
"Area Locality_Gandhi Colony, Netaji Nagar",0.0
"Area Locality_Galassia, Kandarpada",0.0
Area Locality_Ghatla,0.0
Area Locality_Ghatkopar East,0.0
Area Locality_Ghatkopar,0.0
Area Locality_Gharoli,0.0
Area Locality_Gh society,0.0
"Area Locality_George Town, PH Road",0.0
"Area Locality_Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",0.0
Area Locality_Geeta Colony,0.0
"Area Locality_Gayatri Hills, Jubilee Hills",0.0
Area Locality_Gautam Nagar,0.0
"Area Locality_Gaurav Heights, Kandivali West",0.0
"Area Locality_Gaurav Apartment, Indraprastha Extension, Patparganj",0.0
Area Locality_Goregaon East,0.0
Area Locality_Gopalpur,0.0
Area Locality_Gopalapuram,0.0
Area Locality_Gokuldham,0.0
"Area Locality_Gokul Regency Apartment, Thakur Complex",0.0
"Area Locality_Gokul Gagan, Thakur Village, Kandivali East",0.0
"Area Locality_Gokul Apartment, Evershine Nagar",0.0
"Area Locality_Godrej Tranquil, Lokhandwala Twp",0.0
"Area Locality_Godrej The Trees, Pirojshah Nagar",0.0
"Area Locality_Godrej Serenity Mumbai, Chembur",0.0
"Area Locality_Godrej Prime, Chembur",0.0
"Area Locality_Godrej Central, Chembur",0.0
"Area Locality_Godavari Homes, Quthbullapur",0.0
Area Locality_Girinagar,0.0
Area Locality_Ghitorni,0.0
Area Locality_Anna Nagar West,0.0
Area Locality_Anna Nagar East,0.0
Area Locality_Anjanapura,0.0
"Area Locality_Anita, Lokhandwala Twp",0.0
Area Locality_Ananth Nagar,0.0
Area Locality_Anantapura,0.0
"Area Locality_Anant Bhoomi, Mahavir Nagar",0.0
"Area Locality_Anandbagh, Secunderabad, Moula Ali Road",0.0
"Area Locality_Anandapuri, Barrackpore",0.0
Area Locality_Anandapur,0.0
"Area Locality_Ananda Puram, Jeevan Bima Nagar",0.0
Area Locality_Anand niwas,0.0
"Area Locality_Guindy Race Course, Guindy",0.0
Area Locality_Guindy,0.0
Area Locality_Gudimalkapur,0.0
"Area Locality_Guddadahalli, Mysore Road",0.0
"Area Locality_Gubbalala, Subramanyapura",0.0
"Area Locality_Greenfields CHS, Andheri East",0.0
"Area Locality_Green Woods Chkala, Andheri East",0.0
"Area Locality_Green Park Apartment, Millat Nagar",0.0
"Area Locality_Green Gate Apartment, Pali Hill",0.0
Area Locality_Greater Kailash,0.0
Area Locality_Grant Road,0.0
"Area Locality_Gowrivakkam, Sembakkam",0.0
Area Locality_Govindpuri Main,0.0
"Area Locality_Gouri Shankar Nagar Colony, Banjara Hills",0.0
Area Locality_Gottigere Main Rd,0.0
Area Locality_Halasuru,0.0
"Area Locality_Habsiguda, NH 2 2",0.0
Area Locality_HRBR Layout Block 1,0.0
Area Locality_HMT Swarnapuri Colony,0.0
"Area Locality_HDIL Premier Residences, Kurla West",0.0
"Area Locality_HDIL Metropolis, Andheri West",0.0
"Area Locality_HDIL Metropolis, 4 Bunglows",0.0
Area Locality_Gwachiwali,0.0
Area Locality_Guttahalli,0.0
"Area Locality_Guru Angad Nagar West, Laxmi Nagar",0.0
Area Locality_Gurramguda balaj homes p no 4,0.0
Area Locality_Gunjur,0.0
"Area Locality_Gundlapochampally, Outer Ring Road",0.0
Area Locality_Gulmohar Road,0.0
"Area Locality_Gulmohar Park Colony, Serilingampally",0.0
"Area Locality_Hbr Layout Block 4, HBR Layout",0.0
"Area Locality_Hbr Layout Block 2, HBR Layout",0.0
Area Locality_Hbr Layout,0.0
"Area Locality_Hazra, Kalighat",0.0
Area Locality_Hauz Khas,0.0
Area Locality_Hati Bagan - Bansdroni,0.0
Area Locality_Hastsal,0.0
Area Locality_Hastinapuram,0.0
Area Locality_Harrington Road,0.0
"Area Locality_Haridevpur, Paschim Putiary",0.0
Area Locality_Hari Nagar Ashram,0.0
Area Locality_Hari Nagar,0.0
Area Locality_Haralur Road,0.0
Area Locality_Haltu,0.0
"Area Locality_Halisahar Station Road, Kanchrapara",0.0
"Area Locality_Hiranandani Gardens Odyssey I, Hiranandani Gardens",0.0
"Area Locality_Hiral Greens, Mira Road East",0.0
Area Locality_Hindu Colony,0.0
Area Locality_Hindmotor,0.0
"Area Locality_Hillcrest, Chakala MIDC",0.0
"Area Locality_Hillcrest, Andheri East",0.0
"Area Locality_Hill Road, Bandra West",0.0
"Area Locality_Highway Park Apartment, Kandivali East",0.0
"Area Locality_Highland Tower, Dwarka Sector 12",0.0
Area Locality_Hesaraghatta Main Road,0.0
"Area Locality_Hennur, Hennur Bagalur Road",0.0
Area Locality_Hegganahalli,0.0
"Area Locality_Hegde Nagar, R.K.Hegde Nagar",0.0
Area Locality_Hebbal Kempapura,0.0
"Area Locality_Hosa Road, off Hosur Road",0.0
Area Locality_Hosa Road Junction,0.0
Area Locality_Hormavu Ring Road,0.0
"Area Locality_Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",0.0
Area Locality_Horamavu kelkkeri road,0.0
Area Locality_Hooghly,0.0
"Area Locality_Hoodi, Hoodi",0.0
"Area Locality_Hoodi Circle, Hoodi",0.0
Area Locality_Hongasandra,0.0
Area Locality_Hommadevanahalli,0.0
"Area Locality_Hmt Layout Block 4, Vidyaranyapura",0.0
Area Locality_Hitech City,0.0
"Area Locality_Hiranandani Verona Co op Housing Society Ltd, Powai",0.0
"Area Locality_Hiranandani Regent Hill, Hiranandani Gardens",0.0
"Area Locality_Hiranandani Gardens Torino, Hiranandani Gardens",0.0
Area Locality_Hutchins Road,0.0
Area Locality_Humayun Nagar,0.0
Area Locality_Hulimavu,0.0
"Area Locality_Hudco Living Point, Bhandup West",0.0
"Area Locality_Hubtown Sunmist, Chakala",0.0
"Area Locality_Hubtown Gardenia, Mira Road",0.0
"Area Locality_Hsr Layout Sector 6, HSR Layout",0.0
"Area Locality_Hsr Layout Sector 3, HSR Layout",0.0
"Area Locality_Hsr Layout Sector 2, HSR Layout",0.0
"Area Locality_Hrbr Layout, Kalyan Nagar, Outer Ring Road",0.0
"Area Locality_Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",0.0
Area Locality_Hoysala Nagar,0.0
Area Locality_Hosur Road,0.0
Area Locality_Hosakerehalli,0.0
Area Locality_Indira Colony,0.0
"Area Locality_India Bulls Sky Forest, Lower Parel",0.0
"Area Locality_Inder Puri Block A, Inder Puri",0.0
"Area Locality_Imperial Heights, Goregaon West",0.0
"Area Locality_Immadihalli, Whitefield",0.0
"Area Locality_IGNOU Road, Saket",0.0
Area Locality_IDA Uppal,0.0
Area Locality_IC Colony,0.0
Area Locality_IAS Colony,0.0
Area Locality_Hyderguda,0.0
Area Locality_Hyderabad Shah Guda,0.0
Area Locality_Hyderabad,0.0
"Area Locality_Hyder Shah Kote, Chevella Road",0.0
"Area Locality_Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",0.0
"Area Locality_Itpl, Whitefield",0.0
"Area Locality_Island City Centre, Dadar TT Circle",0.0
"Area Locality_Island City Centre, Dadar East",0.0
"Area Locality_Ishwardas Bhuvan CHS, Kandivali East",0.0
Area Locality_Irumbuliyur,0.0
"Area Locality_Irla, Vile Parle West",0.0
Area Locality_Irla,0.0
"Area Locality_Insignia, Bandra Kurla Complex",0.0
"Area Locality_Insignia, Bandra East",0.0
Area Locality_Injambakkam,0.0
"Area Locality_Indra Nagar, Moti Nagar",0.0
Area Locality_Indra Nagar,0.0
"Area Locality_Indis VB CITY, Bollaram railway station",0.0
Area Locality_Jalahalli East,0.0
"Area Locality_Jakkur Plantation, Jakkuru, Bellary Road",0.0
Area Locality_Jaitpur,0.0
"Area Locality_Jai laxmi Apartments, Indraprastha Extension, Patparganj",0.0
"Area Locality_Jagriti Enclave, Anand Vihar",0.0
Area Locality_Jagadgiri Gutta,0.0
Area Locality_Jafferkhanpet,0.0
Area Locality_Jaffarpore Rifle Range Road,0.0
Area Locality_Jadavpur University,0.0
Area Locality_Jacob Circle,0.0
Area Locality_JL Tambe Nagar,0.0
Area Locality_JB Nagar,0.0
Area Locality_JAR Shikara,0.0
"Area Locality_Jaya Puri Colony, Nagole",0.0
"Area Locality_Jaya Nagar, Porur, Chennai Bypass Road",0.0
"Area Locality_Jaya Nagar Block 8, Jayanagar",0.0
"Area Locality_Jaya Nagar Block 7, Jayanagar",0.0
"Area Locality_Jaya Nagar Block 5, Jayanagar",0.0
Area Locality_Jaya Nagar Block 3,0.0
"Area Locality_Jaya Nagar Block 1, Jayanagar",0.0
Area Locality_Jawahar Nagar,0.0
"Area Locality_Jangpura Extension, Jangpura",0.0
Area Locality_Jangpura,0.0
Area Locality_Janakpuri Block B1,0.0
"Area Locality_Janak Park, Hari Nagar",0.0
"Area Locality_Janachaitanya colony, Hyderabad Expressway",0.0
"Area Locality_Jamia Nagar, Okhla",0.0
Area Locality_Jalladian Pet,0.0
"Area Locality_Jp Nagar Phase 6, J P Nagar, Outer Ring Road",0.0
"Area Locality_Jp Nagar Phase 2, J P Nagar",0.0
"Area Locality_Jp Nagar Phase 1, J P Nagar",0.0
Area Locality_Joka,0.0
Area Locality_Jogupalya,0.0
Area Locality_Jnana Ganga Nagar,0.0
Area Locality_Jhilmil Colony,0.0
Area Locality_Jhangir Puri,0.0
"Area Locality_Jeevanhalli, Cox Town",0.0
"Area Locality_Jeevan Bima Nagar, Airport Road",0.0
Area Locality_Jeedimetla,0.0
"Area Locality_Jayanti Nagar, Hormavu",0.0
Area Locality_Jayanagar,0.0
Area Locality_KTR Colony,0.0
Area Locality_KPHB Road,0.0
"Area Locality_KMR Estates, Serilingampally",0.0
"Area Locality_KK Nagar West, KK Nagar",0.0
Area Locality_KK Nagar,0.0
Area Locality_KBR Laxmi Residency,0.0
"Area Locality_K Raheja Maple Leaf, Powai",0.0
Area Locality_K P H B Phase 9,0.0
Area Locality_K P H B Phase 4,0.0
"Area Locality_Jyothi Nagar, Dooravani Nagar",0.0
Area Locality_Jyangra,0.0
"Area Locality_Juveria Apartment, Mazgaon",0.0
"Area Locality_Jumbo Darshan , Andheri East",0.0
Area Locality_Juhu Versova Link Road,0.0
Area Locality_Juhu Tara,0.0
Area Locality_Juhu,0.0
"Area Locality_Kailash Tower, Nalasopara",0.0
Area Locality_Kailasapuram-Mylapore,0.0
"Area Locality_Kadugondanahalli, Kadugondanahalli",0.0
Area Locality_Kadugodi Pattalamma Layout,0.0
Area Locality_Kadam Tala,0.0
Area Locality_Kadabagere,0.0
Area Locality_Kachohalli,0.0
"Area Locality_Kachiguda, NH 2 2",0.0
Area Locality_Kacharakanahalli,0.0
"Area Locality_Kabra Metro One, Seven Bungalows",0.0
"Area Locality_Kabra Centroid, Santacruz East",0.0
"Area Locality_Kabra Centroid, Kalina",0.0
"Area Locality_Kamakoti Nagar, Pallikaranai",0.0
Area Locality_Kalyani,0.0
Area Locality_Kalyan Nagar,0.0
"Area Locality_Kalpataru Towers, Akurli Nagar",0.0
"Area Locality_Kalpataru Antariksha, Prabhadevi",0.0
Area Locality_Kalkere,0.0
Area Locality_Kalindi,0.0
Area Locality_Kalina,0.0
"Area Locality_Kalasipalyam, Kalasipalyam",0.0
"Area Locality_Kalabagan, Tollygunge",0.0
Area Locality_Kakatiya Hills Madhapur,0.0
"Area Locality_Kakateeya Nagar, Secunderabad",0.0
"Area Locality_Kailash hills, East Of Kailash",0.0
"Area Locality_Kanakia Sevens, Andheri East",0.0
"Area Locality_Kanakia Sanskruti, Thakur Complex",0.0
"Area Locality_Kanakia Rainforest, Marol",0.0
"Area Locality_Kanakia Rainforest, Andheri East",0.0
"Area Locality_Kanakia Hollywood, Sai Nagar",0.0
"Area Locality_Kanaka Durga Colony, Gudimalkapur",0.0
Area Locality_Kammanahalli,0.0
"Area Locality_Kammagondahalli, Jalahalli",0.0
Area Locality_Kamla Nagar,0.0
Area Locality_Kambar Nagar-Kolathur,0.0
Area Locality_Kambar Colony,0.0
Area Locality_Kamarajar Salai,0.0
"Area Locality_Kamaraj Nagar-Thiruvanmiyur, E Coast Road",0.0
Area Locality_Kamala Nagar,0.0
"Area Locality_Kamakshiamman Nagar Layout, Iyyappanthangal",0.0
Area Locality_Karawal Nagar,0.0
Area Locality_Karapakkam,0.0
Area Locality_Karanai,0.0
"Area Locality_Karambakkam, Porur",0.0
Area Locality_Kapi Bagan Basti,0.0
"Area Locality_Kapaleeswarar Nagar, Neelankarai, E Coast Road",0.0
"Area Locality_Kanungos Garden City, Mira Road East",0.0
Area Locality_Kanjurmarg West,0.0
Area Locality_Kandivali East,0.0
Area Locality_Kanchrapara,0.0
Area Locality_Kanchan Bagh,0.0
Area Locality_Kanathur Reddikuppam,0.0
"Area Locality_Kanakia Sevens, Marol Maroshi Road",0.0
Area Locality_Kellys,0.0
Area Locality_Keelkattalai,0.0
Area Locality_Kazhipattur,0.0
Area Locality_Kayarambedu,0.0
"Area Locality_Kattupakkam, PH Road",0.0
"Area Locality_Kattigenahalli, Bellary Road",0.0
Area Locality_Kattedan Rd,0.0
Area Locality_Kasturi Nagar,0.0
"Area Locality_Kasturba Niketan, Lajpat Nagar 2",0.0
Area Locality_Kasi Estate,0.0
Area Locality_Kasba -East,0.0
Area Locality_Karmanghat,0.0
Area Locality_Karihobanahalli,0.0
Area Locality_Khanapur,0.0
"Area Locality_Khaja Guda, Outer Ring Road",0.0
"Area Locality_Khairatabad, NH 7",0.0
Area Locality_Ketki Pada,0.0
Area Locality_Kestopur,0.0
"Area Locality_Keshav Srishti, Bhandup West",0.0
"Area Locality_Keshav Puram, Tri Nagar",0.0
"Area Locality_Kesari Nagar, Adambakkam",0.0
"Area Locality_Kereguddadahalli, chikkabanavara Bangalore",0.0
"Area Locality_Kenmore Apartment, Lokhandwala Complex",0.0
Area Locality_Kengeri Upanagara,0.0
Area Locality_Kengeri Main Road,0.0
Area Locality_Kengeri Hobli,0.0
Area Locality_Kempapura Agrahara,0.0
Area Locality_Kodungaiyur East,0.0
Area Locality_Kodigenahalli,0.0
Area Locality_Kodigehalli,0.0
Area Locality_Kodichikkanahalli Main Road,0.0
Area Locality_Kodi Halli,0.0
"Area Locality_Kodalia, Hooghly-Chinsurah",0.0
Area Locality_Kithiganur,0.0
Area Locality_Kistareddypet,0.0
Area Locality_Kings Circle,0.0
Area Locality_Kilpauk,0.0
Area Locality_Khurunjis zinnia Apartment Homes at Thambaram west,0.0
"Area Locality_Khirki extension, Malviya Nagar",0.0
Area Locality_Khardah,0.0
Area Locality_Khar,0.0
"Area Locality_Khanpur, Madangir",0.0
"Area Locality_Khanpur Extension, Sangam Vihar",0.0
Area Locality_Koramangala Block 3,0.0
Area Locality_Koramangala Block 1,0.0
Area Locality_Koramangala 8Th Block,0.0
Area Locality_Konnagar,0.0
"Area Locality_Konappana Agrahara, Electronic City",0.0
Area Locality_Konanakunte,0.0
Area Locality_Kolapakkam - Vandalur-Kelambakkam Road,0.0
"Area Locality_Kokapet, Outer Ring Road",0.0
"Area Locality_Kohinoor City Phase II, Holly Cross Church Chowk",0.0
"Area Locality_Kohinoor Apartment, Kalkaji Extention",0.0
Area Locality_Kogilu,0.0
Area Locality_Kodungaiyur West,0.0
"Area Locality_Kubera Nagar, Madipakkam",0.0
Area Locality_Krishna Park,0.0
"Area Locality_Krishna Nagar-Chromepet, Chromepet",0.0
Area Locality_Krishna Nagar Block D,0.0
Area Locality_Krishna Nagar,0.0
"Area Locality_Kr Garden-Murugeshpalya, Murugeshpalya, Airport Road",0.0
Area Locality_Koyambedu,0.0
Area Locality_Kovur,0.0
Area Locality_Kovilancheri,0.0
Area Locality_Kovilambakkam,0.0
"Area Locality_Kotla Mubarakpur, South Extension",0.0
"Area Locality_Koti, NH 9",0.0
Area Locality_Kothapet,0.0
Area Locality_Kothanur,0.0
"Area Locality_Korattur, Jawaharlal Nehru Road",0.0
Area Locality_Koramangala Block 4,0.0
"Area Locality_L Nagpal Ruby, Turner Road",0.0
Area Locality_Kyalasanahalli,0.0
Area Locality_Kuthanur,0.0
Area Locality_Kurla West,0.0
Area Locality_Kurla,0.0
Area Locality_Kuntloor,0.0
"Area Locality_Kumarpara, Narendrapur",0.0
Area Locality_Kumargali,0.0
"Area Locality_Kumaraswamy Layout, Kumaraswamy Layout",0.0
"Area Locality_Kukatpally Housing Board Colony, NH 9",0.0
Area Locality_Kudlu Gate,0.0
Area Locality_Kudlu,0.0
"Area Locality_Kudghat, Ashok Nagar",0.0
Area Locality_LIG Colony,0.0
Area Locality_Anand Niketan,0.0
"Area Locality_Anand Nagar-Khairatabad, NH 7",0.0
"Area Locality_Amtala, Diamond Harbour Road",0.0
Area Locality_Amrutahalli,0.0
Area Locality_Ammenpur,0.0
Area Locality_Aminpur,0.0
"Area Locality_Aminjikarai, PH Road",0.0
Area Locality_Ameenpur,0.0
"Area Locality_Ambrosia Apartment, Borivali East",0.0
"Area Locality_Ambedkar Nagar-Boduppal, Secunderabad",0.0
"Area Locality_Ambedkar Colony, Yelahanka",0.0
Area Locality_Ambattur railway station,0.0
"Area Locality_Ambattur Industrial Estate, Chennai Bypass Road",0.0
Area Locality_Lal Baug,0.0
Area Locality_Lakshmipura,0.0
"Area Locality_Laksharia Tower, Andheri West",0.0
"Area Locality_Lakkasandra, Wilson Garden, bannerghatta main road",0.0
"Area Locality_Lake Superior, Powai",0.0
"Area Locality_Lake Primrose, Chandivali",0.0
Area Locality_Lake Gardens,0.0
"Area Locality_Lake Bloom, Powai",0.0
"Area Locality_Lake Area, Nungambakkam",0.0
"Area Locality_Lakdikapul, NH 9",0.0
"Area Locality_Lajpat Nagar II, null",0.0
Area Locality_Laggere,0.0
"Area Locality_Lodha Fiorenza, Goregaon East",0.0
"Area Locality_Lodha Bel Air, Jogeshwari West",0.0
"Area Locality_Lodha Altia, Wadala East",0.0
Area Locality_Lodha Ajuro tower lalbag,0.0
"Area Locality_Lingarajapuram, Lingarajapuram, Hennur Main Road",0.0
"Area Locality_Lingampally-Serilingampally, NH 2 2",0.0
Area Locality_Liluah,0.0
"Area Locality_Leo Ratnakar, Mahavir Nagar",0.0
"Area Locality_Laxminarayana Layout, Munnekollal",0.0
"Area Locality_Laxmi Nagar District Centre, Laxmi Nagar",0.0
Area Locality_Lavelle Road,0.0
"Area Locality_Langford Town, Shanti Nagar, Hosur Road",0.0
Area Locality_Langford Gardens,0.0
Area Locality_Langar Houz,0.0
"Area Locality_Lalaguda, Secunderabad",0.0
Area Locality_Lal Darwaza,0.0
"Area Locality_M C Layout, Vijayanagar, Magadi Road",0.0
"Area Locality_Luz, Mylapore",0.0
"Area Locality_Lovedale Residences, Malad West",0.0
"Area Locality_Loganathan Colony, Mylapore",0.0
Area Locality_Lodha casa rio,0.0
"Area Locality_Lodha World Crest, Lower Parel",0.0
"Area Locality_Lodha Venezia, Parel",0.0
"Area Locality_Lodha Primero, Mahalakshmi",0.0
"Area Locality_Lodha New Cuffe Parade, Bhakti Park",0.0
"Area Locality_Lodha NCP Commercial , Wadala",0.0
"Area Locality_Lodha Marquise, Worli Sea Face",0.0
"Area Locality_Lodha Marquise, Worli",0.0
"Area Locality_Lodha Kiara, Worli Hill",0.0
"Area Locality_Madurdaha, Hussainpur",0.0
Area Locality_Maduravoyal,0.0
Area Locality_Madhyam Gram,0.0
Area Locality_Madhura Nagar-Nizampet,0.0
"Area Locality_Madhugiri Society, Chembur",0.0
"Area Locality_Madhavaram, Guntur Chennai Highway",0.0
Area Locality_Madanayakahalli,0.0
"Area Locality_MUKTA MAHEK, Thakur Complex",0.0
Area Locality_MRC Nagar,0.0
"Area Locality_MLA Colony, Banjara Hills",0.0
"Area Locality_MJ Shah Centrio, Chembur",0.0
"Area Locality_MHADA Century Mill, Prabhadevi",0.0
"Area Locality_MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",0.0
"Area Locality_Mahindra Vivante, Chakala",0.0
"Area Locality_Mahindra Splendour, Bhandup West",0.0
Area Locality_Mahim West,0.0
"Area Locality_Mahendru Enclave, Model Town",0.0
Area Locality_Mahavir Nagar,0.0
Area Locality_Mahavir Enclave Part 3,0.0
Area Locality_Mahavir Enclave Part 1,0.0
Area Locality_Mahatma Gandhi Road,0.0
Area Locality_Mahatama Gandhi Road,0.0
"Area Locality_Maharani Bagh, New Friends Colony",0.0
Area Locality_Mahajan Wadi,0.0
Area Locality_Mahadevapura,0.0
"Area Locality_Magnum Tower CHS, Lokhandwala Complex",0.0
"Area Locality_Magnolia Prestige, Rajarhat",0.0
"Area Locality_Mallepally, NH 7",0.0
"Area Locality_Mallathahalli, Outer Ring Road",0.0
"Area Locality_Mallasandra, Jalahalli West",0.0
"Area Locality_Mallampet, Outer Ring Road",0.0
Area Locality_Malkajgiri,0.0
Area Locality_Malancha,0.0
"Area Locality_ in Miyapur, NH 9",0.0
"Area Locality_117 Residency, Chembur East",0.0
Area Locality_2nd Main Road,0.0
Area Locality_Malabar Hill,0.0
Area Locality_Majarhati,0.0
Area Locality_Main Ghitorni,0.0
Area Locality_Mailasandar,0.0
"Area Locality_Maidan Garhi, Chhattarpur",0.0
Area Locality_Mahipalpur,0.0
Area Locality_355 konnur highroad Ayanavaram,0.0
Area Locality_Manikandan Nagar,0.0
Area Locality_Manigunda,0.0
"Area Locality_Mangammanapalya, Hosur Road",0.0
Area Locality_5-20 Adharshnagar,0.0
Area Locality_Mandirtala,0.0
Area Locality_Mandawali,0.0
Area Locality_5000,0.0
"Area Locality_Manavsthal, Andheri East",0.0
"Area Locality_Manali, Manali High Road",0.0
"Area Locality_Manak Vihar, Anand Vihar",0.0
"Area Locality_Man Opus, Mira Road East",0.0
Area Locality_58 block,0.0
Area Locality_Mambakkam,0.0
"Area Locality_Mallikarjuna Nagar, Secunderabad",0.0
Area Locality_Malleshwaram,0.0
"Area Locality_Malleshpalya, Kaggadasapura",0.0
"Area Locality_Marutinagar,",0.0
Area Locality_Maruthi Sevanagar,0.0
"Area Locality_Maruthi Nagar-Yelahanka, Yelahanka",0.0
"Area Locality_Maruthi Nagar-Kaggadasapura, Kaggadasapura",0.0
"Area Locality_Maruthi Extesnion, Rajajinagar",0.0
"Area Locality_Marigold-5, Beverly Park",0.0
Area Locality_Margondanahalli,0.0
"Area Locality_Marathon Next Gen Era, Lower Parel",0.0
Area Locality_Marathahalli,0.0
"Area Locality_Mappedu, Selaiyur",0.0
"Area Locality_Manyata Residency, Thanisandra",0.0
Area Locality_Mansarover Garden,0.0
Area Locality_Mansa Ram Park,0.0
Area Locality_Mannivakkam,0.0
Area Locality_Manneguda,0.0
Area Locality_7 Bungalows Andheri West,0.0
Area Locality_Medipally,0.0
Area Locality_700051,0.0
Area Locality_Medahalli,0.0
"Area Locality_Mcechs Layout, Jakkuru",0.0
"Area Locality_A Narayanapura, Mahadevapura",0.0
"Area Locality_Mayuresh Srishti, Bhandup West",0.0
Area Locality_AGS Colony-Velachery,0.0
Area Locality_Mayur Vihar 3,0.0
Area Locality_venkatesa perumal nagar,0.0
Area Locality_Mayur Vihar,0.0
"Area Locality_Mayfair Sonata Greens, Park Site Colony",0.0
Area Locality_Mavalli,0.0
Area Locality_Mausam Vihar,0.0
Area Locality_Mathur,0.0
Area Locality_Mathikere,0.0
Area Locality_villvam towers tnhb colony,0.0
Area Locality_kasba bosepukur,0.0
Area Locality_Mogappair West,0.0
Area Type_Built Area,0.0
"Area Locality_Model Town Colony, Nawab Saheb Kunta",0.0
Area Locality_safuipara,0.0
Area Locality_Mithila Nagar-Banjara Hills,0.0
Area Locality_Mira Bhayandar,0.0
"Area Locality_Mindspace, Mindspace",0.0
"Area Locality_Milap CHS, Seven Bungalows",0.0
Area Locality_rishi aurobindo sarani neat NIOH hospital,0.0
"Area Locality_Michael Nagar, New Barrakpur",0.0
Area Locality_Menambedu,0.0
Area Locality_rgl bungalows,0.0
Area Locality_rajakillpakkam,0.0
Area Locality_railway employees housing colony Bollarum,0.0
"Area Locality_Meenakshi Layout, Kengeri",0.0
Area Locality_Mulund Railway Station,0.0
Area Locality_Mulund East,0.0
Area Locality_Mukundapur,0.0
Area Locality_Mukund Nagar,0.0
Area Locality_Mukherjee Nagar,0.0
Area Locality_Mugalivakkam,0.0
Area Locality_Mudichur,0.0
Area Locality_Mudhaliar layout,0.0
"Area Locality_Ms Palya, Vidyaranyapura",0.0
Area Locality_Mount Mary,0.0
"Area Locality_Moulivakkam, Moulivakkam",0.0
Area Locality_poush,0.0
Area Locality_Moti Nagar,0.0
"Area Locality_Moosarambagh, NH 9",0.0
"Area Locality_Moodalaplya, Vijayanagar",0.0
Area Locality_Mominpur,0.0
Area Locality_Nacharam,0.0
"Area Locality_NG Royal Park, Kanjurmarg East",0.0
"Area Locality_N.S.C Bose Road (Near Ushagate), New Alipore",0.0
Area Locality_N G O nagar extn ponneri,0.0
"Area Locality_Mythri Nagar, Hafeezpet, NH 9",0.0
Area Locality_Mysore Road,0.0
Area Locality_Mylasandra,0.0
Area Locality_My Own House,0.0
Area Locality_parivar safalya chs,0.0
Area Locality_orchid suburbia,0.0
"Area Locality_Murad Nagar, Lal Darwaza, Falaknuma Road",0.0
Area Locality_Munnekollal,0.0
"Area Locality_Munirka Vihar, Munirka",0.0
Area Locality_Munirka,0.0
Area Locality_Mumbai Central,0.0
Area Locality_north chajjupur shahdara,0.0
"Area Locality_Naktala, Garia",0.0
Area Locality_new panvel,0.0
Area Locality_Naihati,0.0
Area Locality_Nahur Gaothan,0.0
"Area Locality_Nahar Jonquille and Jamaica, Chandivali",0.0
"Area Locality_Nahar Amrit Shakti powai, Chandivali",0.0
Area Locality_Nagvarpalya Main Road,0.0
Area Locality_Nagondanahalli,0.0
